Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","258","French Polynesia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","279.29","X","Figure from international organizations"
"FBS","Food Balances (2010-)","882","Samoa","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","197.1","X","Figure from international organizations"
