Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","036","Australia","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","25203.2","X","Figure from international organizations"
"FBS","Food Balances (2010-)","554","New Zealand","511","Total Population - Both sexes","S2501","Population","2019","2019","1000 persons","4783.06","X","Figure from international organizations"
